FIPS_ST,FIPS_CTY,CPOPARST,AG_ARRST,JURFLAG,COVIND,GRNDTOT,P1TOT,P1VLNT,P1PRPTY,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,OTHASLT,FRGYCNT,FRAUD,EMBEZL,STLNPRP,VANDLSM,WEAPONS,COMVICE,SEXOFF,DRUGTOT,DRGSALE,COCSALE,MJSALE,SYNSALE,OTHSALE,DRGPOSS,COCPOSS,MJPOSS,SYNPOSS,OTHPOSS,GAMBLE,BOOKMKG,NUMBERS,OTGAMBL,OFAGFAM,DUI,LIQUOR,DRUNK,DISORDR,VAGRANT,ALLOTHR,SUSPICN,CURFEW,RUNAWAY
47,053,49918,10,Multiple counties,100.0,2066,285,131,153,3,10,13,105,33,110,10,0,296,8,75,9,0,23,38,0,12,360,60,2,24,4,29,300,14,179,19,90,0,0,0,0,12,183,27,45,33,0,658,0,0,0
47,055,28979,5,Multiple counties,100.0,1721,224,54,170,0,2,6,46,23,136,11,0,139,22,7,1,1,27,9,0,2,204,59,13,11,11,24,144,9,86,13,35,0,0,0,0,1,76,4,46,25,0,932,0,0,0
47,057,22872,4,One cnty,100.0,1446,117,32,85,1,2,0,29,26,54,5,0,113,1,26,0,1,6,6,0,4,111,42,3,13,3,23,69,4,24,11,29,0,0,0,0,3,63,7,50,5,0,934,0,0,0
47,059,68524,6,One cnty,100.0,2622,450,103,347,1,2,5,95,73,210,59,4,322,11,28,11,7,26,20,0,6,411,86,15,8,14,49,325,31,70,46,179,1,0,0,0,56,250,8,142,29,0,843,0,0,0
47,061,13858,3,Multiple counties,100.0,876,79,31,48,0,1,0,30,18,28,2,0,79,0,0,2,1,4,9,0,0,117,19,1,5,4,8,98,8,22,26,42,0,0,0,0,0,134,4,39,24,0,382,0,0,0
47,063,63587,5,Multiple counties,100.0,4290,777,140,637,0,1,8,131,64,509,60,3,345,69,151,21,9,47,30,7,13,552,170,10,35,20,105,382,16,125,33,208,0,0,0,0,130,269,31,261,33,0,1543,0,0,0
47,065,357523,14,One cnty,100.0,17176,2608,797,1811,14,10,153,620,190,1424,191,6,1499,158,168,40,134,184,175,40,21,2191,345,107,126,22,90,1833,215,876,132,611,29,0,0,0,379,1094,168,622,565,1,7095,0,5,0
47,067,6524,2,One cnty,100.0,217,27,0,27,0,0,0,0,4,15,8,0,4,0,3,0,1,6,4,0,0,19,8,5,0,0,3,11,2,1,3,5,0,0,0,0,0,30,0,13,2,0,106,0,0,0
47,069,25428,6,Multiple counties,100.0,1468,229,82,147,5,1,22,54,59,76,12,0,198,15,26,6,4,39,20,1,8,163,87,22,31,5,29,75,3,54,2,15,0,0,0,0,80,103,17,14,29,0,505,0,11,0
47,071,25649,5,Multiple counties,100.0,1860,310,88,222,3,3,8,74,34,169,19,0,161,42,69,2,3,27,10,0,3,123,16,1,5,2,8,105,7,31,13,53,0,0,0,0,12,100,9,133,12,0,844,0,0,0
47,073,53500,5,Multiple counties,100.0,2163,194,42,151,2,0,0,40,14,126,10,1,136,3,42,0,0,18,8,0,0,214,47,3,6,2,35,167,3,40,57,68,0,0,0,0,18,154,4,92,15,0,1264,0,1,0
47,075,17876,2,One cnty,100.0,1333,229,81,148,1,2,15,63,33,112,3,0,169,4,32,0,0,22,5,0,2,97,26,11,12,1,1,71,3,54,4,10,0,0,0,0,115,53,2,23,16,0,557,0,6,0
47,077,28416,4,Multiple counties,100.0,1694,298,76,222,0,3,9,64,48,149,25,0,197,24,138,3,5,9,15,0,4,142,61,20,8,0,32,82,10,38,2,31,0,0,0,0,129,102,6,80,11,0,519,0,11,0
47,079,32012,5,One cnty,100.0,1786,346,76,270,1,2,8,65,46,204,18,2,181,8,78,7,1,20,8,0,9,212,5,1,2,0,2,207,7,107,4,89,0,0,0,0,2,84,35,60,14,0,703,0,17,0
47,081,24303,2,One cnty,100.0,1399,159,56,103,0,1,1,54,18,62,23,0,191,7,17,0,0,18,8,0,2,177,73,10,4,25,34,104,6,56,9,32,0,0,0,0,61,67,4,37,42,0,609,0,0,0
47,083,8091,2,One cnty,100.0,310,21,11,10,0,0,0,11,3,7,0,0,43,2,3,0,0,4,3,0,0,48,8,1,4,0,3,39,2,15,8,14,0,0,0,0,0,28,8,12,12,0,126,0,0,0
47,085,18047,5,One cnty,100.0,902,120,33,87,0,2,2,29,21,59,6,1,116,5,34,1,2,13,3,0,3,149,16,0,5,4,6,133,3,87,15,28,0,0,0,0,4,89,30,35,16,0,280,0,1,0
47,087,11495,3,One cnty,100.0,467,61,10,51,0,0,0,10,20,25,6,0,41,2,5,0,0,7,5,0,2,94,15,0,4,5,5,79,0,54,9,16,0,0,0,0,0,28,14,5,1,0,202,0,0,0
47,089,53548,6,One cnty,100.0,3373,389,71,317,0,0,3,68,59,239,19,0,265,21,44,3,3,20,10,1,2,427,74,5,13,22,33,347,8,172,54,114,0,0,0,0,23,266,30,122,19,0,1728,0,0,0
47,091,17738,2,One cnty,100.0,1139,103,54,49,0,0,0,54,18,22,7,2,178,4,7,0,2,37,4,0,0,109,24,2,2,4,15,85,4,15,7,59,0,0,0,0,46,93,4,56,9,0,486,0,0,0
47,093,455033,5,One cnty,100.0,20449,4729,681,4048,10,8,130,532,461,3340,235,12,1355,98,280,74,57,170,107,168,7,2099,432,152,124,26,130,1652,251,832,184,386,2,0,0,0,91,1559,212,1437,441,1,7550,0,12,0
47,095,7527,4,One cnty,100.0,382,45,13,32,0,1,1,11,2,28,1,1,38,1,13,1,0,5,2,0,0,10,6,1,4,0,1,3,0,3,0,0,0,0,0,0,6,10,2,17,8,0,223,0,1,0
47,097,26778,5,One cnty,100.0,1295,148,54,94,1,0,0,53,11,75,8,0,149,7,67,4,0,25,9,0,4,68,23,3,8,2,10,44,1,24,2,17,0,0,0,0,8,64,3,13,18,0,708,0,0,0
47,099,42673,7,One cnty,100.0,2041,278,66,211,1,1,2,62,31,173,6,1,200,4,23,0,1,22,12,0,4,278,33,0,9,4,20,244,9,94,29,111,0,0,0,0,10,119,13,81,23,0,970,0,3,0
47,101,11795,2,One cnty,100.0,713,129,50,79,0,1,2,47,18,51,8,2,90,3,2,1,1,22,5,0,4,48,2,0,0,0,1,46,3,14,1,28,0,0,0,0,0,40,13,11,10,0,332,0,2,0
47,103,33849,3,Multiple counties,100.0,1484,235,81,153,0,5,6,70,27,116,8,2,156,7,32,6,4,23,13,18,2,150,26,8,6,1,11,124,7,56,21,39,0,0,0,0,0,93,21,58,58,0,596,0,12,0
47,105,51615,3,One cnty,100.0,2465,360,65,294,1,0,8,56,47,222,22,3,163,20,24,6,0,23,9,0,9,378,21,2,4,3,11,357,23,115,55,165,0,0,0,0,4,224,18,106,10,0,1108,0,3,0
47,107,52725,6,One cnty,100.0,2517,400,97,302,1,0,6,90,57,203,40,2,268,25,65,6,20,23,17,1,1,490,79,1,27,21,29,411,8,146,72,186,0,0,0,0,9,166,55,112,33,0,812,0,13,0
47,109,26113,4,Multiple counties,100.0,1436,155,47,108,0,1,0,46,28,62,18,0,139,7,13,1,0,17,5,0,6,204,46,8,6,7,25,157,7,73,10,67,0,0,0,0,48,65,9,33,13,0,721,0,0,0
47,111,23364,3,One cnty,100.0,1595,186,48,138,2,0,0,46,22,93,23,0,155,3,23,4,0,52,9,0,5,204,51,6,10,5,30,153,9,47,26,70,0,0,0,0,5,84,8,66,13,14,762,0,2,0
47,113,97398,5,One cnty,100.0,7180,1272,443,830,8,5,51,379,142,651,30,7,726,72,159,24,13,196,55,13,11,858,101,24,44,5,28,750,99,486,35,130,0,0,0,0,4,409,48,209,289,0,2818,0,4,0
47,115,28110,6,One cnty,100.0,1882,240,48,192,0,1,0,47,24,145,23,0,156,18,48,2,0,12,16,0,6,191,55,16,13,9,16,137,11,71,2,52,0,0,0,0,5,102,21,108,97,0,859,0,0,0
47,117,31556,6,Multiple counties,100.0,1636,177,73,104,0,1,1,71,21,79,4,0,166,10,25,0,0,13,3,0,3,327,101,31,22,5,43,226,49,108,22,47,0,0,0,0,33,131,12,74,21,0,639,0,0,0
47,119,79970,4,Multiple counties,100.0,5092,552,178,375,1,4,23,149,33,306,35,1,465,60,88,5,17,52,22,1,15,700,107,31,36,2,38,592,108,334,44,107,0,0,0,0,501,389,50,241,48,0,1850,0,35,0
47,121,11839,2,One cnty,100.0,557,53,24,29,0,1,1,22,13,8,8,0,40,1,3,0,2,2,4,0,1,92,38,3,0,12,22,53,2,14,2,35,0,0,0,0,25,24,1,16,7,0,285,0,0,0
47,123,45999,6,One cnty,100.0,1724,410,115,294,1,1,12,101,60,189,43,2,212,14,36,3,7,35,5,0,3,275,120,7,23,17,72,156,10,45,16,83,0,0,0,0,17,151,7,71,14,1,461,0,0,0
47,125,197823,5,One cnty,100.0,10310,1764,621,1143,16,13,61,531,194,870,76,2,1628,59,332,23,37,181,99,25,18,2031,83,25,24,6,28,1944,200,1232,121,391,1,0,0,0,50,705,151,343,191,0,2639,0,32,0
47,127,6314,1,One cnty,100.0,172,14,2,12,0,0,0,2,0,10,0,2,17,1,15,0,0,1,1,0,1,12,9,0,8,0,1,3,0,3,0,0,0,0,0,0,0,33,0,3,3,0,69,0,0,0
47,129,21372,4,Multiple counties,100.0,819,71,23,48,2,1,1,19,6,34,8,0,76,2,3,0,0,6,2,0,1,119,56,2,6,10,38,63,0,17,15,30,0,0,0,0,0,35,2,10,7,0,484,0,0,0
47,131,29892,7,Multiple counties,100.0,1573,313,81,232,0,1,2,78,42,164,23,3,162,10,56,16,7,23,15,0,5,289,69,13,23,4,29,220,11,140,7,62,1,0,0,0,14,80,40,92,29,0,414,0,7,0
47,133,22135,3,One cnty,100.0,872,93,31,62,0,1,0,30,16,39,5,2,100,10,11,0,0,11,3,0,0,78,7,0,5,1,1,71,4,18,24,24,0,0,0,0,6,92,4,56,28,0,380,0,0,0
47,135,7928,2,One cnty,100.0,195,18,7,11,0,0,0,7,3,6,2,0,20,0,3,0,0,2,6,0,0,36,5,0,1,0,4,30,1,12,8,9,0,0,0,0,2,24,1,19,1,0,63,0,0,0
47,137,5161,3,One cnty,100.0,202,15,3,12,0,0,0,3,0,7,4,1,25,2,2,0,0,0,1,0,1,33,19,1,3,6,9,14,0,3,3,7,0,0,0,0,2,25,7,8,1,0,78,0,0,0
47,139,16764,3,One cnty,100.0,1128,115,22,93,0,1,1,20,32,45,15,1,79,2,4,1,0,9,5,0,0,247,38,4,0,2,31,209,6,83,12,108,0,0,0,0,3,55,29,26,16,0,536,0,0,0
47,141,74943,7,One cnty,100.0,5634,722,181,541,0,3,6,172,40,475,25,1,365,14,112,7,15,32,23,1,3,739,167,21,34,31,81,572,22,230,101,219,0,0,0,0,9,376,93,390,66,0,2658,0,7,0
47,143,32657,4,One cnty,100.0,1920,262,58,204,1,2,1,54,46,143,13,2,215,9,17,5,2,11,9,0,5,423,42,2,2,5,33,381,18,125,99,139,0,0,0,0,6,132,45,204,75,0,488,0,11,0
47,145,48538,6,Multiple counties,100.0,3450,378,77,300,2,1,6,68,61,216,23,0,234,14,45,2,0,16,16,0,6,477,126,14,16,15,80,351,12,71,96,172,0,0,0,0,221,160,31,133,28,0,1687,0,1,0
47,147,62078,6,Multiple counties,100.0,2380,486,153,333,1,5,15,132,57,264,10,1,292,15,25,3,13,27,40,0,9,465,112,43,28,25,17,351,49,198,41,64,0,0,0,0,16,318,18,110,33,0,499,0,10,0
47,149,306088,7,One cnty,100.0,17343,2118,649,1469,5,27,63,554,96,1283,86,4,1299,93,246,14,21,89,129,11,24,2116,301,38,177,16,70,1809,225,1116,139,329,4,0,0,0,32,1645,279,497,95,0,8615,0,17,0
47,151,21892,3,One cnty,100.0,1670,160,38,122,0,3,0,35,26,82,13,1,91,2,17,3,0,23,5,0,3,336,70,2,9,20,39,266,6,71,105,83,0,0,0,0,114,94,30,52,21,0,719,0,0,0
47,153,14949,2,One cnty,100.0,764,123,25,98,0,0,0,25,15,71,11,1,90,8,12,3,0,15,5,0,0,75,12,0,2,0,9,64,2,17,2,42,0,0,0,0,2,47,16,57,33,0,276,0,0,0
47,155,97144,6,One cnty,100.0,5009,856,165,692,4,4,11,146,67,569,52,4,394,21,102,22,29,37,36,8,16,862,265,49,42,76,98,596,59,272,53,212,0,0,0,0,9,506,111,755,30,0,1215,0,0,0
47,157,939898,15,One cnty,100.0,42270,7712,2349,5363,78,70,641,1559,910,3942,486,25,5550,247,362,131,373,591,768,315,100,5087,1462,360,644,104,353,3601,536,2261,156,647,68,0,0,0,22,2086,774,308,1796,1,15762,0,216,0
47,159,19326,4,One cnty,100.0,1257,91,23,68,0,1,1,21,23,38,7,0,111,3,38,0,5,24,6,1,2,156,31,3,1,21,5,125,6,57,33,29,0,0,0,0,59,105,25,46,12,1,570,0,0,0
47,161,13241,3,One cnty,100.0,604,73,34,39,1,3,0,30,18,18,3,0,45,3,6,2,0,3,1,0,5,30,1,0,0,0,0,29,0,11,8,10,0,0,0,0,1,40,7,13,9,0,362,0,3,0
47,163,159282,8,Multiple counties,100.0,9902,1408,309,1099,5,4,35,265,146,851,98,4,676,55,259,30,35,177,37,5,9,1112,254,62,36,48,108,855,45,271,101,438,6,0,0,0,92,651,55,451,90,2,4741,0,12,0
47,165,188105,11,Multiple counties,100.0,10237,1454,304,1149,2,7,21,274,110,1000,37,3,962,98,275,32,30,134,57,6,32,1377,153,46,46,9,52,1218,149,738,86,245,0,0,0,0,55,965,124,325,200,1,4038,0,72,0
47,167,62010,6,One cnty,98.7147,3540,466,151,315,2,2,11,136,51,244,18,1,482,9,31,6,3,50,32,0,3,488,83,9,44,4,27,402,44,233,24,102,0,0,0,0,89,216,46,121,94,1,1356,0,46,0
47,169,8077,2,One cnty,100.0,809,52,13,39,0,0,0,13,2,33,4,0,63,3,44,0,1,5,3,0,3,83,55,4,10,30,11,27,1,16,7,3,0,0,0,0,2,54,7,33,4,0,452,0,0,0
47,171,17776,3,One cnty,100.0,1115,170,26,144,0,0,2,24,16,113,12,3,102,2,8,2,0,11,6,0,2,131,33,5,5,6,16,98,5,47,16,30,0,0,0,0,42,103,9,52,10,0,464,0,0,0
47,173,19121,4,One cnty,100.0,1840,162,33,129,0,4,1,28,34,75,16,4,109,4,36,1,12,14,5,0,3,184,33,1,4,17,10,150,2,48,54,46,0,0,0,0,98,133,21,53,24,0,980,0,0,0
47,175,5702,2,One cnty,100.0,507,35,14,21,1,1,0,12,2,16,3,0,15,0,3,0,1,2,4,0,0,152,16,0,6,0,10,136,5,55,16,60,0,0,0,0,0,73,0,6,1,0,214,0,0,0
47,177,40547,4,One cnty,100.0,3384,327,99,227,6,2,3,88,24,184,18,1,259,6,56,1,3,19,30,0,5,322,77,0,13,10,54,245,6,72,51,115,0,0,0,0,74,201,27,59,26,0,1965,0,4,0
47,179,128605,5,Multiple counties,100.0,7727,1431,250,1181,2,7,30,211,115,1018,40,8,696,58,192,22,22,79,25,1,10,660,103,24,25,8,46,557,32,243,47,233,0,0,0,0,12,471,97,522,90,0,3340,0,0,0
47,181,16701,4,One cnty,100.0,1061,84,47,37,1,3,2,41,17,15,4,1,52,21,199,0,18,17,3,0,0,57,27,3,3,9,11,30,0,14,6,10,0,0,0,0,29,51,32,9,5,0,483,0,0,0
47,183,33574,7,One cnty,100.0,2099,231,47,183,0,2,1,44,49,123,9,2,179,9,112,3,0,19,8,0,7,221,102,7,21,4,70,120,3,70,7,39,0,0,0,0,39,135,139,43,12,0,938,0,3,0
47,185,26658,2,One cnty,100.0,1199,147,29,118,0,0,0,29,9,101,7,1,100,3,23,0,0,5,5,0,3,131,40,7,4,4,25,90,4,30,5,51,0,0,0,0,4,111,15,43,5,0,604,0,0,0
47,187,226804,7,Multiple counties,100.0,6756,967,148,819,3,6,9,130,58,721,37,3,453,39,104,33,33,62,40,17,12,999,199,72,62,17,48,798,70,576,35,116,0,0,0,0,96,645,95,154,121,0,2868,0,17,0
47,189,131965,5,One cnty,100.0,5984,703,184,519,1,11,14,158,85,405,26,3,408,21,109,13,8,42,39,3,12,711,354,58,148,11,137,357,36,200,15,106,0,0,0,0,172,503,50,326,96,0,2764,0,4,0
48,001,57250,3,Multiple counties,100.0,1848,180,70,110,1,7,1,61,26,63,21,0,108,5,15,0,0,7,18,0,2,313,31,13,2,16,0,282,52,123,80,27,0,0,0,0,7,149,11,97,4,0,925,0,0,7
48,003,18785,2,One cnty,100.0,824,99,33,66,2,8,0,23,11,40,15,0,49,4,7,0,0,19,21,0,0,181,70,8,16,2,44,111,22,62,20,7,1,0,1,0,3,74,62,70,27,0,207,0,0,0
48,005,88262,5,One cnty,100.0,3548,576,132,444,1,12,23,96,91,314,37,2,410,38,48,0,1,42,35,0,13,520,89,59,14,16,0,431,118,98,189,26,3,0,0,3,43,187,18,345,21,1,1247,0,0,0
48,007,24923,3,Multiple counties,100.0,1912,303,96,207,2,15,4,75,13,190,4,0,87,1,4,0,1,20,19,0,2,352,25,20,3,0,2,327,34,86,105,102,0,0,0,0,4,76,11,227,11,1,777,0,15,1
48,009,8613,3,One cnty,60.1649,309,33,11,22,0,1,1,9,5,14,3,0,28,1,1,0,0,1,4,0,2,49,2,0,0,1,0,46,3,19,20,4,0,0,0,0,5,24,3,19,4,0,132,0,1,1
48,011,1951,1,One cnty,100.0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,2,0,3,0,0,0
48,013,49596,5,Multiple counties,100.0,1578,245,42,203,4,3,4,31,44,123,35,1,286,15,9,2,2,20,27,0,0,330,31,14,8,0,9,299,74,126,62,37,1,0,0,1,12,53,10,232,14,0,319,0,1,0
48,015,29718,5,One cnty,100.0,647,147,44,103,0,3,1,40,27,66,10,0,36,10,3,0,1,3,12,0,0,186,10,3,3,3,1,176,9,119,36,12,0,0,0,0,7,43,2,22,5,0,170,0,0,0
48,017,7202,2,One cnty,100.0,181,14,0,14,0,0,0,0,0,9,5,0,15,0,0,3,0,0,4,0,1,18,5,0,4,1,0,13,0,11,1,1,0,0,0,0,0,19,2,4,10,20,71,0,0,0
48,019,21352,1,One cnty,100.0,260,19,9,10,0,0,0,9,0,5,5,0,52,0,0,0,1,0,3,0,0,70,10,10,0,0,0,60,33,22,0,5,0,0,0,0,0,31,0,46,0,0,38,0,0,0
48,021,82589,5,Multiple counties,100.0,3520,484,120,364,2,7,9,102,33,300,30,1,1036,24,25,1,7,69,59,0,4,444,17,1,8,6,2,427,23,242,127,35,0,0,0,0,35,182,25,193,27,2,846,0,25,32
48,023,3588,2,One cnty,100.0,96,11,3,8,0,0,0,3,1,3,4,0,9,3,0,0,0,1,0,0,0,6,1,0,0,1,0,5,0,4,1,0,0,0,0,0,0,5,5,1,0,6,49,0,0,0
48,025,32978,2,One cnty,100.0,2091,185,30,155,2,0,3,25,16,138,0,1,46,3,0,0,0,10,30,0,3,383,74,47,17,10,0,309,91,99,29,90,0,0,0,0,64,41,15,145,38,1,1127,0,0,0
48,027,338512,14,One cnty,99.0663,10297,1343,232,1111,5,28,64,135,128,913,66,4,1677,49,143,8,4,131,238,38,16,1704,47,15,19,3,10,1653,274,949,63,366,0,0,0,0,69,698,79,892,189,2,2897,0,82,35
48,029,1932033,29,Multiple counties,100.0,56449,7693,2008,5685,136,132,636,1104,741,4708,181,55,13782,249,331,11,15,408,1078,1239,291,12417,6006,58,20,5752,176,6411,144,5044,82,1141,0,0,0,0,215,6670,386,1487,333,10,9728,0,45,61
48,031,11074,3,One cnty,100.0,247,26,12,14,1,2,0,9,6,5,3,0,15,1,3,1,1,3,4,0,0,56,20,8,6,5,1,36,9,10,16,1,0,0,0,0,7,16,2,16,2,0,91,0,1,2
48,033,647,1,One cnty,100.0,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0
48,035,17779,4,One cnty,85.4604,712,50,7,43,0,0,1,6,15,27,1,0,63,3,5,0,1,8,5,0,0,150,36,0,3,25,7,114,7,48,45,14,0,0,0,0,7,35,22,43,24,1,295,0,0,1
48,037,93256,7,One cnty,100.0,6182,1073,188,885,8,25,17,138,97,738,50,0,524,33,81,0,4,40,67,0,10,682,12,4,3,5,0,670,33,291,329,17,0,0,0,0,16,250,67,280,97,196,2660,0,102,0
48,039,358003,21,Multiple counties,100.0,11688,1656,291,1365,4,10,64,213,138,1154,64,9,1698,72,123,4,58,163,100,6,15,1664,64,30,10,13,11,1599,247,832,259,261,2,0,0,2,23,902,108,1317,228,12,3491,0,3,43
48,041,218486,4,One cnty,100.0,7405,1069,298,771,1,17,55,225,85,636,49,1,468,57,59,8,4,70,66,9,18,1427,97,78,3,13,3,1330,336,835,120,39,0,0,0,0,31,613,243,528,88,48,2469,0,0,130
48,043,9093,3,One cnty,100.0,440,25,7,18,1,1,0,5,5,9,1,3,8,1,1,0,0,3,0,0,0,194,6,3,2,0,1,188,20,106,19,43,0,0,0,0,34,30,7,35,1,0,101,0,0,0
48,045,1477,1,One cnty,100.0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,5,1,0,0,1,0,4,0,1,3,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0
48,047,7215,2,One cnty,100.0,475,15,9,6,0,0,1,8,3,0,1,2,33,0,0,0,0,3,0,0,0,57,3,1,1,0,1,54,12,23,18,1,0,0,0,0,27,1,1,96,19,5,218,0,0,0
48,049,37740,4,One cnty,100.0,1719,179,47,132,1,0,0,46,25,91,13,3,147,6,14,0,0,13,11,0,14,402,47,0,3,44,0,355,7,136,199,13,0,0,0,0,7,156,4,77,11,0,678,0,0,0
48,051,17458,3,One cnty,92.0724,491,84,30,54,0,7,5,17,13,38,2,1,47,1,0,0,0,1,2,0,7,52,2,0,1,0,0,51,2,30,17,2,0,0,0,0,20,52,16,20,11,0,175,0,1,0
48,053,45081,6,Multiple counties,94.3125,1428,188,33,155,0,2,3,27,18,132,5,0,98,7,12,0,0,4,15,0,0,233,15,5,2,2,5,217,5,123,56,32,2,0,0,2,9,109,15,107,19,7,583,0,0,22
48,055,40424,4,Multiple counties,100.0,2399,164,40,124,0,0,6,34,11,95,18,0,218,3,5,2,0,17,14,0,2,185,1,0,0,0,1,184,27,129,16,12,0,0,0,0,5,63,9,110,55,3,1526,0,6,12
48,057,21946,5,One cnty,89.8934,1587,206,70,136,2,7,3,57,34,84,14,4,144,9,13,0,1,15,12,0,5,213,28,5,6,13,3,185,23,95,25,41,3,0,0,3,43,103,6,190,24,2,597,0,0,2
48,059,13525,3,One cnty,100.0,356,33,3,30,0,0,1,2,11,10,7,2,34,2,1,0,0,3,2,0,2,132,26,6,9,11,0,106,31,59,12,4,0,0,0,0,5,31,13,15,7,1,74,0,0,1
48,061,423865,22,One cnty,100.0,16299,2876,570,2306,9,60,126,375,418,1827,58,3,2214,9,81,3,60,197,46,21,38,1588,119,56,45,2,16,1469,331,976,21,141,0,0,0,0,96,834,70,3214,180,0,4301,0,5,466
48,063,12699,2,One cnty,100.0,507,48,15,33,1,1,0,13,10,21,2,0,51,4,4,0,1,10,5,0,2,46,2,0,0,1,1,44,3,17,21,3,0,0,0,0,5,17,3,22,4,0,284,0,0,1
48,065,5914,2,One cnty,100.0,192,39,21,18,0,1,1,19,2,13,2,1,9,3,2,0,1,1,1,0,1,55,4,0,1,2,1,51,6,14,30,1,0,0,0,0,1,33,1,12,2,1,30,0,0,0
48,067,30206,6,Multiple counties,98.6857,1041,176,53,123,0,6,4,43,18,91,13,0,56,2,6,0,0,9,7,0,4,77,2,0,2,0,0,74,14,29,6,24,0,0,0,0,3,13,7,16,16,0,647,0,1,0
48,069,7547,2,One cnty,100.0,399,35,2,33,0,0,1,1,3,26,3,1,53,0,1,0,1,14,8,0,0,75,3,0,0,3,0,72,0,48,23,1,0,0,0,0,0,28,57,51,18,0,58,0,0,0
48,071,35244,3,Multiple counties,100.0,1630,349,154,195,3,1,4,146,24,146,22,3,125,10,21,0,2,3,30,0,10,299,10,3,0,7,0,289,25,114,134,16,0,0,0,0,13,274,2,130,16,0,346,0,0,0
48,073,51401,4,Multiple counties,88.7726,1588,211,83,128,1,6,7,68,20,90,15,3,239,10,11,4,0,18,20,0,7,244,20,6,2,6,6,224,10,117,54,42,2,1,0,1,17,99,19,202,12,0,468,0,1,1
48,075,7072,2,One cnty,13.8009,402,35,7,28,0,0,1,5,3,23,2,0,24,1,2,0,0,3,3,0,1,84,3,1,1,1,0,82,8,47,20,7,0,0,0,0,1,19,5,28,4,0,188,0,1,2
48,077,10256,1,One cnty,100.0,410,37,11,26,3,2,0,6,7,18,1,0,35,4,7,0,0,3,6,0,1,109,3,2,0,1,0,106,19,44,40,3,0,0,0,0,3,34,4,17,8,0,139,0,0,3
48,079,2909,1,One cnty,100.0,128,16,4,12,0,0,0,4,4,8,0,0,10,1,0,0,0,0,1,0,0,21,2,1,1,0,0,19,7,12,0,0,0,0,0,0,0,11,2,3,2,0,61,0,0,0
48,081,3212,1,One cnty,100.0,23,6,0,6,0,0,0,0,1,2,3,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,1,0,0,2,0,4,0,0,0
48,083,8210,3,One cnty,65.2375,277,29,7,22,0,0,0,6,17,4,1,0,17,0,1,0,0,1,2,0,2,59,4,1,0,3,0,55,2,19,27,6,0,0,0,0,1,17,1,9,12,0,126,0,0,0
48,085,915044,17,Multiple counties,100.0,16618,2153,337,1816,7,32,65,233,130,1594,86,6,1402,85,148,26,46,72,173,9,55,2862,125,29,30,16,50,2696,386,1420,185,705,0,0,0,0,66,1614,251,1145,87,10,6307,0,17,90
48,087,3033,1,One cnty,100.0,43,10,8,2,0,0,0,8,1,1,0,0,6,1,0,0,0,0,1,0,0,9,0,0,0,0,0,9,0,3,6,0,0,0,0,0,1,5,0,1,1,0,8,0,0,0
48,089,20806,4,One cnty,100.0,1060,84,29,55,0,3,11,15,12,43,0,0,51,8,2,0,7,2,12,0,3,172,8,0,2,6,0,164,34,96,31,3,0,0,0,0,42,19,15,87,49,0,507,0,0,0
48,091,144356,4,Multiple counties,100.0,3868,489,90,399,4,14,14,58,42,329,28,0,320,35,24,0,0,33,76,0,5,804,45,24,9,3,9,759,16,464,127,152,0,0,0,0,10,546,21,456,22,0,1026,0,0,1
48,093,13286,3,One cnty,100.0,654,81,20,61,0,3,3,14,10,43,8,0,54,5,3,0,0,0,7,0,0,108,4,1,1,2,0,104,4,34,62,4,0,0,0,0,0,51,16,21,12,0,290,0,0,6
48,095,4066,1,One cnty,100.0,33,4,0,4,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,16,1,0,0,1,0,15,0,6,8,1,0,0,0,0,0,3,0,0,0,0,8,0,0,0
48,097,39269,4,One cnty,98.0392,1557,183,35,149,0,4,5,26,14,126,3,5,97,2,7,0,0,3,26,1,2,470,61,6,6,49,0,409,22,231,127,30,0,0,0,0,3,127,63,91,6,0,462,0,8,3
48,099,75889,3,Multiple counties,100.0,2373,400,84,316,2,1,28,53,39,232,45,0,311,16,74,0,3,50,29,0,8,276,38,1,0,37,0,238,22,122,82,12,1,1,0,0,56,104,15,49,34,0,862,0,0,85
48,101,1407,2,One cnty,100.0,32,4,1,3,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,17,3,0,2,1,0,14,0,1,8,5,0,0,0,0,0,0,0,0,1,0,9,0,0,0
48,103,5179,2,One cnty,100.0,179,13,3,10,0,1,0,2,2,3,2,3,10,5,0,0,0,0,0,0,2,17,0,0,0,0,0,17,10,7,0,0,0,0,0,0,7,18,3,19,2,0,83,0,0,0
